,연도,월,일,시간,시군구명,읍면동명,온도,습도,시간단위풍속,현장소방서거리,화재진압시간,전체인력수합계,damagearea
598,2016.0,3.0,17.0,12,강릉시,성산면,18.0,21.0,90.0,8.0,3010.0,260.0,0.6
600,2016.0,3.0,18.0,13,춘천시,동산면,0.0,0.0,,15.0,4402.0,115.0,0.6
602,2016.0,3.0,23.0,16,원주시,호저면,13.0,38.0,0.0,20.0,650.0,66.0,0.03
604,2016.0,3.0,27.0,11,화천군,사내면,12.0,16.0,315.0,56.0,2912.0,55.0,0.3
606,2016.0,3.0,28.0,18,원주시,신림면,13.0,0.0,315.0,22.0,2123.0,68.0,0.03
610,2016.0,3.0,31.0,12,화천군,사내면,17.0,12.0,270.0,46.0,21500.0,442.0,1.5
611,2016.0,4.0,1.0,11,평창군,진부면,18.0,23.0,90.0,30.0,13125.0,72.0,0.2
613,2016.0,4.0,1.0,12,양구군,남면,24.0,18.0,135.0,50.0,81923.0,953.0,6.0
615,2016.0,4.0,1.0,16,횡성군,횡성읍,18.0,45.0,180.0,5.0,4218.0,93.0,0.5
620,2016.0,4.0,2.0,14,홍천군,서면,23.0,20.0,225.0,33.0,13549.0,148.0,1.0
621,2016.0,4.0,2.0,15,영월군,김삿갓면,24.0,15.0,225.0,12.0,12400.0,193.0,0.5
625,2016.0,4.0,4.0,17,화천군,하남면,16.0,50.0,135.0,33.0,5100.0,46.0,0.01
627,2016.0,4.0,6.0,15,원주시,부론면,18.0,20.0,225.0,38.0,5706.0,95.0,0.05
629,2016.0,4.0,6.0,19,홍천군,동면,0.0,0.0,,24.0,11504.0,149.0,0.8
630,2016.0,4.0,9.0,15,고성군,죽왕면,24.0,30.0,315.0,8.0,4337.0,117.0,0.08
631,2016.0,4.0,11.0,12,춘천시,신북읍,0.0,0.0,,10.0,5147.0,96.0,0.7
633,2016.0,4.0,16.0,15,삼척시,미로면,15.0,35.0,225.0,15.0,11010.0,248.0,0.04
639,2016.0,4.0,30.0,19,강릉시,연곡면,22.0,39.0,270.0,27.0,5523.0,298.0,0.03
642,2016.0,5.0,7.0,16,삼척시,하장면,20.0,30.0,225.0,37.0,15201.0,175.0,0.03
643,2016.0,5.0,12.0,17,삼척시,근덕면,19.0,40.0,90.0,25.0,4200.0,207.0,0.1
644,2016.0,5.0,12.0,17,삼척시,근덕면,19.0,40.0,90.0,25.0,4200.0,207.0,0.05
645,2016.0,5.0,14.0,12,정선군,신동읍,26.0,9.0,135.0,29.0,10944.0,71.0,0.3
646,2016.0,5.0,14.0,15,정선군,남면,27.0,14.0,225.0,34.0,14111.0,107.0,2.0
647,2016.0,5.0,15.0,13,정선군,신동읍,23.0,50.0,45.0,33.0,21044.0,109.0,0.1
650,2016.0,5.0,18.0,13,양양군,강현면,27.0,28.0,135.0,8.0,20800.0,132.0,0.05
652,2016.0,5.0,20.0,15,원주시,소초면,29.0,20.0,315.0,12.0,2058.0,32.0,0.08
654,2016.0,5.0,21.0,15,춘천시,신동면,0.0,0.0,,15.0,11515.0,53.0,0.01
655,2016.0,5.0,21.0,19,양구군,양구읍,0.0,0.0,,52.0,5017.0,33.0,0.05
658,2016.0,5.0,30.0,13,평창군,진부면,27.0,33.0,270.0,48.0,11403.0,80.0,1.0
659,2016.0,6.0,3.0,11,인제군,남면,26.0,27.0,180.0,19.0,10624.0,138.0,0.1
660,2016.0,6.0,4.0,11,화천군,하남면,0.0,0.0,,23.0,14900.0,28.0,0.01
662,2016.0,6.0,6.0,12,강릉시,연곡면,21.0,67.0,45.0,25.0,5642.0,89.0,0.1
664,2016.0,6.0,6.0,14,인제군,남면,27.0,32.0,225.0,10.0,22734.0,51.0,0.01
666,2016.0,6.0,10.0,12,홍천군,내촌면,32.0,12.0,270.0,30.0,10509.0,72.0,0.1
667,2016.0,6.0,10.0,13,정선군,신동읍,30.0,29.0,315.0,32.0,4327.0,38.0,0.2
669,2016.0,6.0,17.0,13,춘천시,서면,28.0,49.0,180.0,16.0,4336.0,59.0,0.01
670,2016.0,6.0,20.0,15,원주시,흥업면,29.0,36.0,270.0,10.0,12213.0,58.0,0.05
673,2016.0,8.0,18.0,15,횡성군,서원면,24.0,25.0,180.0,24.0,20428.0,76.0,0.04
674,2016.0,8.0,23.0,16,원주시,귀래면,33.0,20.0,,30.0,10619.0,34.0,0.03
675,2016.0,9.0,20.0,14,춘천시,사북면,23.0,35.0,45.0,25.0,20143.0,52.0,0.01
677,2016.0,11.0,14.0,12,삼척시,하장면,18.0,10.0,135.0,34.0,1400.0,110.0,0.01
681,2016.0,11.0,25.0,17,횡성군,횡성읍,4.0,25.0,180.0,4.0,14144.0,97.0,0.03
688,2015.0,2.0,1.0,16,춘천시,북산면,3.0,34.0,225.0,68.0,10433.0,88.0,0.1
689,2015.0,2.0,8.0,13,삼척시,가곡면,-10.0,26.0,135.0,45.0,32008.0,3743.0,18.0
690,2015.0,2.0,26.0,14,원주시,태장동,6.0,30.0,270.0,8.0,11703.0,96.0,0.2
692,2015.0,3.0,2.0,16,인제군,북면,8.0,54.0,315.0,14.0,5700.0,124.0,0.01
694,2015.0,3.0,7.0,13,춘천시,동면,12.0,26.0,0.0,6.0,3800.0,146.0,0.2
695,2015.0,3.0,8.0,10,횡성군,청일면,9.0,39.0,180.0,30.0,3144.0,67.0,0.1
697,2015.0,3.0,8.0,11,고성군,죽왕면,8.0,61.0,90.0,22.0,21111.0,529.0,0.9
700,2015.0,3.0,9.0,14,춘천시,신북읍,8.0,21.0,315.0,10.0,4900.0,59.0,0.01
701,2015.0,3.0,9.0,14,춘천시,동면,8.0,23.0,270.0,6.0,14604.0,261.0,0.4
704,2015.0,3.0,11.0,17,강릉시,연곡면,5.0,42.0,270.0,21.0,3334.0,71.0,0.1
706,2015.0,3.0,11.0,18,홍천군,동면,4.0,17.0,270.0,16.0,4110.0,76.0,0.03
707,2015.0,3.0,14.0,11,강릉시,유천동,0.0,0.0,,6.0,848.0,37.0,0.02
708,2015.0,3.0,14.0,13,양구군,동면,7.0,29.0,315.0,59.0,1513.0,60.0,0.07
709,2015.0,3.0,14.0,14,홍천군,남면,10.0,15.0,90.0,16.0,5634.0,137.0,0.8
710,2015.0,3.0,15.0,14,동해시,쇄운동,12.0,56.0,45.0,10.0,23011.0,263.0,0.3
711,2015.0,3.0,17.0,16,삼척시,원덕읍,17.0,30.0,90.0,45.0,22000.0,227.0,0.5
713,2015.0,3.0,19.0,15,화천군,사내면,20.0,30.0,225.0,55.0,5700.0,54.0,0.02
714,2015.0,3.0,21.0,13,화천군,화천읍,0.0,0.0,,37.0,11300.0,136.0,0.3
716,2015.0,3.0,22.0,13,영월군,주천면,7.0,30.0,45.0,35.0,12100.0,117.0,0.1
718,2015.0,3.0,22.0,14,횡성군,청일면,15.0,7.0,315.0,29.0,34628.0,337.0,0.3
719,2015.0,3.0,22.0,16,홍천군,두촌면,11.0,12.0,315.0,24.0,41300.0,319.0,2.0
721,2015.0,3.0,23.0,12,인제군,인제읍,8.0,14.0,180.0,20.0,22600.0,732.0,3.0
722,2015.0,3.0,23.0,13,홍천군,화촌면,0.0,0.0,,16.0,44223.0,590.0,3.0
723,2015.0,3.0,24.0,16,홍천군,내촌면,13.0,0.0,45.0,32.0,21106.0,216.0,0.2
724,2015.0,3.0,25.0,13,홍천군,서석면,12.0,19.0,45.0,46.0,14801.0,229.0,0.1
727,2015.0,3.0,25.0,15,삼척시,도계읍,7.0,57.0,135.0,35.0,20000.0,178.0,0.2
728,2015.0,3.0,25.0,16,원주시,귀래면,7.0,18.0,0.0,25.0,10558.0,74.0,0.06
731,2015.0,3.0,25.0,18,홍천군,내촌면,11.0,19.0,225.0,38.0,135323.0,291.0,2.9
732,2015.0,3.0,25.0,20,춘천시,남산면,5.0,41.0,135.0,31.0,3615.0,86.0,0.05
735,2015.0,3.0,28.0,14,평창군,미탄면,17.0,5.0,225.0,20.0,43021.0,520.0,2.5
736,2015.0,3.0,29.0,13,원주시,태장동,16.0,39.0,135.0,6.0,1653.0,55.0,0.05
737,2015.0,3.0,29.0,14,춘천시,남산면,18.0,29.0,180.0,30.0,1919.0,58.0,0.03
739,2015.0,4.0,3.0,14,인제군,북면,18.0,48.0,135.0,11.0,3200.0,70.0,0.01
741,2015.0,4.0,12.0,16,철원군,김화읍,13.0,55.0,90.0,12.0,14542.0,213.0,0.2
742,2015.0,4.0,13.0,10,화천군,상서면,12.0,0.0,90.0,46.0,5100.0,258.0,0.3
743,2015.0,4.0,23.0,12,고성군,간성읍,24.0,17.0,225.0,33.0,12721.0,515.0,0.5
745,2015.0,4.0,24.0,13,정선군,여량면,21.0,18.0,270.0,27.0,10917.0,160.0,0.3
746,2015.0,4.0,26.0,12,화천군,상서면,23.0,0.0,315.0,46.0,5843.0,80.0,0.2
747,2015.0,4.0,26.0,19,강릉시,옥계면,22.0,36.0,315.0,36.0,50610.0,314.0,0.2
750,2015.0,4.0,28.0,13,홍천군,화촌면,26.0,12.0,270.0,26.0,35052.0,328.0,2.0
752,2015.0,4.0,29.0,21,양구군,양구읍,15.0,20.0,,51.0,32724.0,179.0,0.5
754,2015.0,5.0,2.0,12,영월군,남면,29.0,35.0,180.0,19.0,24936.0,128.0,0.03
755,2015.0,5.0,2.0,17,강릉시,주문진읍,22.0,59.0,135.0,26.0,10820.0,70.0,0.02
757,2015.0,5.0,5.0,10,강릉시,왕산면,15.0,46.0,270.0,32.0,14523.0,229.0,0.2
758,2015.0,5.0,5.0,11,평창군,봉평면,17.0,29.0,270.0,36.0,10622.0,44.0,0.1
759,2015.0,5.0,5.0,16,횡성군,횡성읍,21.0,28.0,225.0,5.0,12428.0,41.0,0.01
760,2015.0,5.0,7.0,13,춘천시,서면,23.0,33.0,270.0,12.0,1224.0,102.0,0.01
761,2015.0,5.0,7.0,14,춘천시,동산면,24.0,33.0,225.0,16.0,2328.0,80.0,0.01
763,2015.0,5.0,8.0,13,강릉시,왕산면,19.0,0.0,135.0,0.0,11409.0,107.0,0.1
765,2015.0,5.0,11.0,13,정선군,임계면,21.0,41.0,225.0,40.0,25000.0,105.0,0.1
767,2015.0,5.0,17.0,11,양양군,현북면,0.0,0.0,,34.0,24500.0,160.0,0.3
768,2015.0,5.0,17.0,17,홍천군,내면,21.0,22.0,270.0,53.0,21501.0,131.0,0.2
769,2015.0,5.0,21.0,14,삼척시,노곡면,19.0,57.0,135.0,28.0,74600.0,335.0,1.2
771,2015.0,5.0,21.0,15,홍천군,홍천읍,28.0,20.0,270.0,3.0,13111.0,145.0,1.0
772,2015.0,5.0,21.0,15,영월군,북면,27.0,26.0,270.0,5.0,20424.0,120.0,0.04
774,2015.0,5.0,21.0,19,강릉시,왕산면,20.0,34.0,315.0,34.0,23842.0,252.0,0.7
780,2015.0,5.0,29.0,15,삼척시,가곡면,27.0,37.0,225.0,62.0,33900.0,188.0,0.25
781,2015.0,5.0,31.0,10,삼척시,하장면,21.0,55.0,90.0,42.0,15100.0,211.0,0.5
783,2015.0,5.0,31.0,13,화천군,상서면,27.0,0.0,180.0,68.0,15643.0,88.0,0.03
784,2015.0,5.0,31.0,14,화천군,사내면,28.0,21.0,225.0,55.0,32820.0,195.0,0.06
785,2015.0,5.0,31.0,19,횡성군,우천면,25.0,48.0,270.0,14.0,42933.0,61.0,0.15
789,2015.0,6.0,2.0,15,춘천시,남산면,22.0,49.0,135.0,24.0,3700.0,79.0,0.09
791,2015.0,6.0,3.0,14,춘천시,남면,26.0,24.0,270.0,40.0,44100.0,237.0,1.0
794,2015.0,6.0,4.0,13,철원군,갈말읍,29.0,11.0,270.0,7.0,31917.0,124.0,1.0
795,2015.0,6.0,4.0,14,강릉시,왕산면,25.0,19.0,0.0,32.0,22300.0,131.0,0.1
797,2015.0,6.0,4.0,23,고성군,간성읍,18.0,65.0,270.0,7.0,2650.0,89.0,0.06
799,2015.0,6.0,7.0,12,화천군,화천읍,24.0,0.0,135.0,41.0,5000.0,82.0,0.01
800,2015.0,6.0,9.0,17,인제군,북면,29.0,0.0,225.0,26.0,3800.0,66.0,0.01
801,2015.0,6.0,10.0,12,횡성군,서원면,32.0,31.0,270.0,27.0,34015.0,144.0,1.0
803,2015.0,6.0,10.0,15,인제군,북면,33.0,0.0,270.0,27.0,61800.0,165.0,0.25
804,2015.0,6.0,10.0,16,정선군,북평면,33.0,16.0,315.0,12.0,11900.0,113.0,0.4
807,2015.0,6.0,12.0,13,인제군,남면,26.0,49.0,180.0,10.0,11100.0,74.0,0.01
810,2015.0,6.0,16.0,13,화천군,간동면,30.0,0.0,270.0,25.0,13000.0,115.0,0.02
811,2015.0,6.0,17.0,15,춘천시,북산면,30.0,43.0,180.0,43.0,13700.0,51.0,0.05
812,2015.0,6.0,22.0,14,홍천군,화촌면,31.0,30.0,270.0,13.0,4400.0,55.0,0.1
813,2015.0,9.0,25.0,14,횡성군,강림면,22.0,61.0,45.0,28.0,11833.0,99.0,0.03
815,2015.0,9.0,27.0,11,춘천시,사북면,22.0,50.0,270.0,25.0,4819.0,55.0,0.01
818,2015.0,10.0,6.0,15,철원군,갈말읍,25.0,29.0,135.0,1.0,11800.0,114.0,0.1
819,2015.0,10.0,11.0,12,춘천시,서면,12.0,69.0,180.0,22.0,33803.0,17.0,0.01
821,2015.0,10.0,16.0,15,정선군,정선읍,23.0,22.0,45.0,1.0,2932.0,71.0,0.05
823,2015.0,10.0,17.0,15,철원군,갈말읍,25.0,21.0,225.0,15.0,20627.0,11.0,0.05
826,2015.0,10.0,25.0,22,평창군,진부면,4.0,98.0,0.0,44.0,25636.0,72.0,0.1
829,2015.0,11.0,1.0,16,홍천군,내면,10.0,34.0,180.0,65.0,13707.0,101.0,0.1
831,2015.0,11.0,2.0,13,강릉시,연곡면,16.0,27.0,270.0,14.0,2200.0,91.0,0.03
833,2015.0,11.0,2.0,16,양구군,남면,0.0,60.0,45.0,60.0,31339.0,279.0,0.3
834,2015.0,11.0,4.0,10,인제군,상남면,8.0,45.0,270.0,44.0,5246.0,126.0,0.2
838,2015.0,12.0,12.0,13,횡성군,횡성읍,9.0,41.0,225.0,3.0,4414.0,71.0,0.03
840,2015.0,12.0,16.0,13,양양군,현남면,0.0,0.0,45.0,40.0,13700.0,143.0,0.1
841,2015.0,12.0,22.0,13,강릉시,학동,10.0,49.0,135.0,4.0,941.0,41.0,0.01
844,2014.0,1.0,13.0,12,화천군,상서면,0.0,0.0,,47.0,13300.0,56.0,0.15
846,2014.0,1.0,15.0,16,삼척시,도계읍,2.0,45.0,135.0,41.0,15200.0,180.0,0.1
847,2014.0,1.0,16.0,10,정선군,북평면,6.0,50.0,225.0,18.0,34000.0,136.0,0.2
848,2014.0,1.0,19.0,19,원주시,신림면,-2.0,48.0,45.0,22.0,3020.0,66.0,0.02
851,2014.0,2.0,27.0,12,횡성군,우천면,12.0,490.0,90.0,16.0,5719.0,107.0,0.25
854,2014.0,3.0,3.0,11,원주시,흥업면,10.0,60.0,315.0,27.0,924.0,53.0,0.1
856,2014.0,3.0,3.0,14,원주시,관설동,10.0,25.0,315.0,5.0,2918.0,70.0,0.06
858,2014.0,3.0,5.0,15,춘천시,남면,6.0,22.0,,33.0,4136.0,100.0,0.01
861,2014.0,3.0,7.0,11,영월군,김삿갓면,2.0,17.0,315.0,12.0,90743.0,411.0,2.0
863,2014.0,3.0,7.0,13,춘천시,서면,5.0,23.0,315.0,21.0,10012.0,58.0,0.05
864,2014.0,3.0,7.0,15,홍천군,북방면,5.0,13.0,225.0,16.0,11734.0,107.0,0.2
865,2014.0,3.0,10.0,10,화천군,화천읍,5.0,0.0,270.0,40.0,11800.0,95.0,0.12
868,2014.0,3.0,11.0,16,원주시,귀래면,4.0,38.0,0.0,33.0,1538.0,95.0,0.06
870,2014.0,3.0,24.0,16,홍천군,두촌면,16.0,0.0,180.0,24.0,10032.0,128.0,0.2
871,2014.0,3.0,24.0,19,양양군,강현면,15.0,31.0,225.0,13.0,5552.0,615.0,0.3
872,2014.0,3.0,27.0,15,철원군,갈말읍,21.0,27.0,225.0,1.0,5627.0,38.0,0.03
873,2014.0,3.0,27.0,17,홍천군,서면,22.0,19.0,270.0,47.0,11655.0,104.0,0.2
874,2014.0,3.0,27.0,18,평창군,용평면,17.0,32.0,270.0,48.0,12018.0,263.0,0.15
876,2014.0,4.0,1.0,13,횡성군,서원면,22.0,23.0,180.0,18.0,4900.0,103.0,0.2
879,2014.0,4.0,10.0,13,양구군,남면,21.0,37.0,225.0,60.0,4110.0,78.0,0.05
881,2014.0,4.0,10.0,15,철원군,갈말읍,20.0,28.0,315.0,1.0,3103.0,71.0,0.03
883,2014.0,4.0,11.0,14,춘천시,동면,22.0,31.0,315.0,30.0,5000.0,73.0,0.01
887,2014.0,4.0,13.0,14,홍천군,북방면,0.0,0.0,,20.0,4422.0,114.0,0.1
892,2014.0,4.0,16.0,22,춘천시,동면,9.0,96.0,225.0,2.0,30800.0,131.0,0.09
894,2014.0,4.0,17.0,19,춘천시,동면,14.0,93.0,315.0,4.0,5901.0,109.0,0.03
895,2014.0,4.0,20.0,13,홍천군,서면,21.0,36.0,90.0,47.0,3535.0,102.0,0.2
896,2014.0,4.0,21.0,13,영월군,한반도면,21.0,29.0,225.0,25.0,14814.0,133.0,0.1
897,2014.0,4.0,21.0,16,고성군,토성면,16.0,31.0,180.0,14.0,2922.0,119.0,0.09
898,2014.0,4.0,22.0,10,인제군,북면,18.0,70.0,180.0,15.0,800.0,136.0,0.05
899,2014.0,4.0,22.0,14,홍천군,화촌면,23.0,13.0,315.0,19.0,10323.0,115.0,0.5
900,2014.0,4.0,23.0,13,춘천시,남면,23.0,18.0,135.0,38.0,5800.0,156.0,0.03
901,2014.0,4.0,24.0,10,홍천군,서석면,20.0,34.0,315.0,42.0,93611.0,395.0,2.5
903,2014.0,4.0,24.0,12,영월군,수주면,23.0,24.0,135.0,46.0,15521.0,150.0,1.0
904,2014.0,4.0,24.0,15,춘천시,동산면,26.0,19.0,270.0,22.0,4000.0,94.0,0.05
905,2014.0,4.0,24.0,18,춘천시,남산면,23.0,18.0,270.0,30.0,1400.0,87.0,0.06
906,2014.0,4.0,24.0,18,영월군,수주면,16.0,70.0,180.0,35.0,4600.0,112.0,0.15
909,2014.0,4.0,25.0,14,양양군,현남면,0.0,0.0,,43.0,2700.0,264.0,0.04
910,2014.0,4.0,25.0,20,화천군,화천읍,18.0,0.0,45.0,50.0,14426.0,58.0,0.1
911,2014.0,4.0,26.0,10,평창군,용평면,18.0,43.0,225.0,43.0,24518.0,269.0,0.3
914,2014.0,4.0,27.0,15,양양군,현남면,0.0,0.0,,54.0,4922.0,280.0,0.01
915,2014.0,5.0,4.0,18,홍천군,동면,16.0,28.0,270.0,9.0,14447.0,94.0,0.1
916,2014.0,5.0,5.0,19,양구군,동면,8.0,68.0,315.0,67.0,2938.0,49.0,0.05
917,2014.0,5.0,6.0,18,영월군,영월읍,18.0,23.0,225.0,9.0,4100.0,288.0,0.5
918,2014.0,5.0,9.0,16,삼척시,노곡면,12.0,25.0,135.0,35.0,11800.0,136.0,0.3
919,2014.0,5.0,10.0,15,영월군,북면,27.0,21.0,180.0,22.0,22421.0,128.0,0.1
920,2014.0,5.0,11.0,16,인제군,남면,17.0,72.0,45.0,15.0,5916.0,53.0,0.03
921,2014.0,5.0,14.0,18,정선군,임계면,23.0,30.0,180.0,55.0,5600.0,133.0,0.1
923,2014.0,5.0,28.0,15,양구군,남면,25.0,0.0,45.0,80.0,4936.0,53.0,0.1
927,2014.0,5.0,31.0,17,평창군,미탄면,33.0,22.0,270.0,19.0,25610.0,105.0,0.5
929,2014.0,6.0,1.0,21,횡성군,갑천면,22.0,98.0,0.0,27.0,4554.0,84.0,0.1
932,2014.0,6.0,15.0,14,인제군,인제읍,28.0,20.0,45.0,18.0,15000.0,124.0,0.05
933,2014.0,6.0,19.0,15,인제군,남면,23.0,72.0,225.0,20.0,10600.0,84.0,0.04
937,2014.0,9.0,20.0,13,화천군,화천읍,25.0,0.0,135.0,48.0,40800.0,122.0,0.25
939,2014.0,10.0,28.0,11,홍천군,두촌면,14.0,0.0,135.0,25.0,22811.0,41.0,0.02
941,2014.0,10.0,29.0,13,인제군,기린면,17.0,46.0,315.0,47.0,23701.0,56.0,0.7
944,2014.0,10.0,30.0,14,평창군,대화면,19.0,33.0,180.0,20.0,30959.0,109.0,0.5
948,2014.0,11.0,9.0,13,홍천군,내촌면,14.0,0.0,180.0,36.0,11805.0,50.0,0.01
949,2014.0,11.0,11.0,11,양구군,양구읍,9.0,56.0,90.0,40.0,5400.0,63.0,0.05
955,2014.0,12.0,22.0,10,양양군,현북면,0.0,0.0,,33.0,10645.0,167.0,0.05
960,2013.0,1.0,12.0,16,양양군,강현면,5.0,49.0,225.0,12.0,3554.0,268.0,0.1
962,2013.0,2.0,28.0,12,삼척시,원덕읍,10.0,41.0,225.0,37.0,10100.0,242.0,0.02
965,2013.0,3.0,4.0,12,삼척시,근덕면,5.0,38.0,0.0,16.0,5200.0,170.0,0.2
966,2013.0,3.0,6.0,15,춘천시,남산면,11.0,54.0,135.0,29.0,5000.0,118.0,0.05
969,2013.0,3.0,8.0,12,양양군,현남면,14.0,35.0,270.0,50.0,11618.0,721.0,1.0
970,2013.0,3.0,9.0,13,춘천시,북산면,21.0,26.0,225.0,30.0,4300.0,75.0,0.3
974,2013.0,3.0,11.0,12,양구군,양구읍,8.0,44.0,225.0,57.0,2600.0,95.0,0.1
976,2013.0,3.0,16.0,10,양양군,강현면,13.0,31.0,90.0,15.0,11100.0,181.0,0.2
979,2013.0,3.0,23.0,14,원주시,지정면,7.0,56.0,180.0,21.0,4306.0,73.0,0.1
980,2013.0,3.0,27.0,14,춘천시,남산면,15.0,13.0,225.0,20.0,21710.0,91.0,4.0
986,2013.0,4.0,1.0,14,춘천시,동면,15.0,19.0,180.0,5.0,812.0,46.0,0.01
990,2013.0,4.0,18.0,18,홍천군,서면,3.0,76.0,0.0,33.0,113020.0,145.0,0.1
992,2013.0,4.0,19.0,11,홍천군,남면,11.0,18.0,0.0,18.0,3905.0,88.0,0.1
994,2013.0,4.0,27.0,11,양양군,현남면,16.0,54.0,90.0,36.0,13120.0,154.0,0.3
997,2013.0,5.0,4.0,12,홍천군,홍천읍,18.0,39.0,315.0,4.0,739.0,93.0,0.1
1000,2013.0,5.0,6.0,14,춘천시,동면,24.0,30.0,225.0,6.0,2703.0,98.0,0.1
1002,2013.0,5.0,8.0,11,속초시,설악동,24.0,32.0,270.0,10.0,15100.0,46.0,0.01
1003,2013.0,5.0,8.0,12,횡성군,강림면,24.0,32.0,270.0,18.0,20100.0,102.0,0.2
1007,2013.0,5.0,16.0,11,홍천군,남면,23.0,32.0,90.0,17.0,4022.0,83.0,0.05
1009,2013.0,5.0,17.0,22,춘천시,서면,16.0,71.0,0.0,15.0,2000.0,67.0,0.02
1014,2013.0,6.0,11.0,15,양구군,남면,17.0,88.0,0.0,51.0,23000.0,249.0,0.01
1019,2013.0,10.0,29.0,14,춘천시,사북면,16.0,55.0,225.0,19.0,5700.0,43.0,0.05
1021,2013.0,11.0,8.0,21,양양군,양양읍,9.0,87.0,225.0,18.0,200.0,34.0,0.01
1024,2013.0,11.0,22.0,22,태백시,하사미동,-1.0,78.0,270.0,30.0,33722.0,36.0,0.05
1026,2013.0,12.0,1.0,21,강릉시,성산면,7.0,38.0,315.0,8.0,2929.0,39.0,0.03
1029,2013.0,12.0,6.0,14,양양군,현북면,7.0,0.0,45.0,28.0,2018.0,234.0,0.01
1032,2012.0,1.0,11.0,15,홍천군,홍천읍,-1.0,22.0,315.0,6.0,13800.0,72.0,0.03
1038,2012.0,2.0,5.0,16,고성군,거진읍,6.0,29.0,135.0,40.0,4142.0,68.0,0.2
1053,2012.0,4.0,15.0,15,평창군,진부면,14.0,75.0,0.0,50.0,13602.0,80.0,0.12
1054,2012.0,4.0,15.0,20,삼척시,도계읍,18.0,30.0,270.0,40.0,5800.0,85.0,0.03
1055,2012.0,4.0,18.0,16,철원군,갈말읍,13.0,71.0,90.0,4.0,3500.0,76.0,0.15
1056,2012.0,4.0,19.0,14,홍천군,화촌면,14.0,56.0,90.0,15.0,43507.0,1264.0,6.0
1060,2012.0,4.0,20.0,17,영월군,주천면,19.0,40.0,135.0,31.0,3942.0,106.0,0.05
1064,2012.0,4.0,30.0,10,춘천시,동산면,19.0,56.0,315.0,24.0,5634.0,155.0,0.01
1068,2012.0,5.0,6.0,12,화천군,화천읍,19.0,15.0,90.0,45.0,15250.0,125.0,0.1
1069,2012.0,5.0,6.0,13,원주시,호저면,19.0,15.0,90.0,19.0,3219.0,67.0,0.05
1070,2012.0,5.0,6.0,14,홍천군,화촌면,24.0,12.0,225.0,23.0,1906.0,28.0,0.01
1071,2012.0,5.0,7.0,14,철원군,갈말읍,24.0,20.0,225.0,8.0,2400.0,50.0,0.05
1072,2012.0,5.0,7.0,15,평창군,봉평면,22.0,10.0,90.0,45.0,25123.0,140.0,0.1
1079,2012.0,5.0,26.0,15,평창군,미탄면,23.0,15.0,90.0,16.0,13237.0,84.0,0.2
1082,2012.0,5.0,27.0,14,영월군,남면,18.0,62.0,270.0,11.0,11158.0,19.0,0.1
1085,2012.0,5.0,27.0,16,홍천군,화촌면,21.0,68.0,225.0,35.0,11524.0,32.0,0.01
1086,2012.0,5.0,27.0,17,삼척시,미로면,22.0,25.0,270.0,16.0,24000.0,72.0,0.01
1088,2012.0,5.0,28.0,10,홍천군,동면,22.0,55.0,45.0,7.0,13341.0,65.0,0.07
1089,2012.0,5.0,28.0,12,정선군,여량면,15.0,82.0,135.0,23.0,20900.0,58.0,0.01
1091,2012.0,5.0,29.0,11,원주시,부론면,18.0,80.0,0.0,35.0,5458.0,38.0,0.01
1099,2012.0,6.0,14.0,21,춘천시,동면,19.0,68.0,270.0,5.0,12900.0,196.0,0.05
1100,2012.0,6.0,19.0,11,춘천시,남면,29.0,37.0,45.0,30.0,2700.0,181.0,0.1
1102,2012.0,6.0,21.0,13,홍천군,북방면,20.0,82.0,90.0,17.0,51640.0,55.0,0.08
1107,2012.0,10.0,14.0,14,속초시,설악동,20.0,51.0,315.0,9.0,4738.0,50.0,0.01
1108,2012.0,10.0,21.0,13,원주시,문막읍,21.0,52.0,180.0,17.0,13105.0,28.0,0.03
1111,2012.0,11.0,27.0,12,춘천시,신동,5.0,19.0,225.0,8.0,3400.0,33.0,0.01
1112,2012.0,12.0,26.0,12,삼척시,가곡면,-8.0,42.0,45.0,59.0,23500.0,385.0,0.2
1114,2011.0,1.0,22.0,23,강릉시,죽헌동,-1.0,30.0,45.0,9.0,1800.0,37.0,0.3
1115,2011.0,1.0,31.0,18,양양군,현남면,1.0,10.0,225.0,43.0,155952.0,1872.0,30.0
1116,2011.0,2.0,1.0,21,강릉시,대전동,1.0,550.0,135.0,7.0,12300.0,184.0,0.2
1117,2011.0,2.0,11.0,17,홍천군,내촌면,-2.0,29.0,225.0,37.0,20500.0,171.0,0.3
1119,2011.0,2.0,26.0,16,원주시,태장동,14.0,23.0,180.0,8.0,3825.0,46.0,0.03
1120,2011.0,3.0,9.0,13,영월군,영월읍,1.0,19.0,225.0,9.0,63100.0,204.0,2.0
1121,2011.0,3.0,11.0,13,횡성군,우천면,5.0,43.0,225.0,17.0,11328.0,214.0,0.1
1122,2011.0,3.0,14.0,19,영월군,영월읍,4.0,67.0,45.0,9.0,31400.0,116.0,0.1
1125,2011.0,4.0,1.0,10,정선군,정선읍,14.0,24.0,315.0,8.0,22700.0,160.0,0.3
1127,2011.0,4.0,5.0,11,춘천시,남면,16.0,47.0,225.0,40.0,3300.0,67.0,0.1
1128,2011.0,4.0,6.0,14,철원군,철원읍,13.0,41.0,90.0,13.0,10500.0,294.0,0.2
